område,køn,alder,herkomst,uddannelse,2020,2021,2022,2023,2024
Hele landet,Mænd,35-39 år,Efterkommere,Ph.d.,0.0,1.0,1.0,1.0,1.0
Hele landet,Mænd,35-39 år,Efterkommere,Ph.d.,7.0,10.0,12.0,12.0,19.0
Hele landet,Mænd,35-39 år,Efterkommere,Ph.d.,2.0,2.0,0.0,3.0,6.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,H3091 Grundforløb,0.0,0.0,1481.0,1994.0,1895.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,11.0,16.0,15.0,19.0,17.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,H35 Adgangsgivende uddannelsesforløb,92.0,76.0,63.0,52.0,57.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,H3510 Adgangskurser - videregående udd.,0.0,0.0,0.0,4.0,11.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,H3520 Adgangseksamen - ingeniøruddannelse,92.0,76.0,63.0,48.0,46.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,3137.0,3202.0,3122.0,3070.0,2882.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,311.0,293.0,319.0,327.0,303.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,4.0,3.0,6.0,6.0,4.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,2029.0,2117.0,2063.0,2010.0,1908.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,436.0,446.0,417.0,428.0,371.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,110.0,105.0,96.0,106.0,99.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,36.0,37.0,41.0,42.0,29.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,0.0,0.0,1.0,1.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,113.0,98.0,83.0,67.0,76.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,70.0,78.0,77.0,58.0,68.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,KVU,28.0,25.0,19.0,25.0,24.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,3352.0,3088.0,2844.0,2764.0,2819.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,1040.0,941.0,786.0,786.0,836.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,109.0,97.0,91.0,74.0,92.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,1.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,92.0,80.0,70.0,69.0,45.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,641.0,562.0,543.0,519.0,554.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,0.0,0.0,0.0,0.0,1.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,171.0,175.0,174.0,180.0,171.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,0.0,0.0,0.0,0.0,1.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,52.0,48.0,30.0,35.0,31.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,8.0,6.0,5.0,5.0,5.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,4.0,1.0,1.0,4.0,2.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,1207.0,1140.0,1112.0,1063.0,1058.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,6.0,5.0,7.0,5.0,5.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,MVU,21.0,33.0,25.0,24.0,18.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,BACH,8289.0,8266.0,7616.0,7323.0,6893.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,BACH,76.0,72.0,72.0,72.0,57.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,BACH,2001.0,1874.0,1560.0,1305.0,1156.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,BACH,132.0,138.0,145.0,147.0,145.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,BACH,857.0,837.0,770.0,765.0,823.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,BACH,3593.0,3647.0,3463.0,3352.0,3047.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,BACH,584.0,608.0,555.0,627.0,607.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,BACH,23.0,21.0,21.0,18.0,16.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,BACH,183.0,177.0,185.0,166.0,150.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,BACH,827.0,870.0,827.0,840.0,848.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,BACH,13.0,22.0,18.0,31.0,44.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,616.0,540.0,486.0,398.0,375.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,6.0,5.0,7.0,3.0,4.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,121.0,95.0,75.0,54.0,48.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,6.0,2.0,2.0,1.0,3.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,72.0,77.0,66.0,63.0,50.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,336.0,274.0,246.0,216.0,188.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,45.0,50.0,57.0,36.0,42.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,2.0,0.0,1.0,2.0,2.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,5.0,5.0,10.0,2.0,9.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,22.0,29.0,18.0,18.0,25.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,LVU,1.0,3.0,4.0,3.0,4.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,H80 Ph.d. og forskeruddannelser,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,H3091 Grundforløb,0.0,0.0,87.0,134.0,128.0
Hele landet,Kvinder,20-24 år,Indvandrere,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,546.0,747.0,899.0,761.0,684.0
Hele landet,Kvinder,20-24 år,Indvandrere,H35 Adgangsgivende uddannelsesforløb,17.0,24.0,19.0,13.0,17.0
Hele landet,Kvinder,20-24 år,Indvandrere,H3510 Adgangskurser - videregående udd.,8.0,11.0,7.0,8.0,11.0
Hele landet,Kvinder,20-24 år,Indvandrere,H3520 Adgangseksamen - ingeniøruddannelse,9.0,13.0,12.0,5.0,6.0
Hele landet,Kvinder,20-24 år,Indvandrere,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,1995.0,2085.0,2068.0,2367.0,2776.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,166.0,153.0,131.0,147.0,130.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,0.0,0.0,1.0,1.0,1.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,605.0,620.0,576.0,519.0,391.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,174.0,181.0,166.0,141.0,127.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,16.0,16.0,18.0,28.0,33.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,4.0,3.0,2.0,2.0,2.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,9.0,5.0,6.0,7.0,2.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,2.0,2.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,KVU,1019.0,1105.0,1168.0,1522.0,2090.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,3567.0,3846.0,5220.0,1992.0,1425.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,76.0,73.0,77.0,48.0,56.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,11.0,8.0,17.0,42.0,46.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,80.0,83.0,71.0,64.0,43.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,313.0,300.0,304.0,335.0,216.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,1.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,172.0,184.0,178.0,176.0,161.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,5.0,6.0,4.0,5.0,5.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,3.0,3.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,0.0,0.0,1.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,73.0,85.0,95.0,75.0,85.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,0.0,1.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,MVU,2833.0,3103.0,4473.0,1247.0,813.0
Hele landet,Kvinder,20-24 år,Indvandrere,BACH,2940.0,2922.0,3003.0,7139.0,7686.0
Hele landet,Kvinder,20-24 år,Indvandrere,BACH,5.0,6.0,5.0,4.0,2.0
Hele landet,Kvinder,20-24 år,Indvandrere,BACH,136.0,133.0,117.0,99.0,99.0
Hele landet,Kvinder,20-24 år,Indvandrere,BACH,63.0,57.0,70.0,56.0,67.0
Hele landet,Kvinder,20-24 år,Indvandrere,BACH,58.0,72.0,58.0,50.0,80.0
Hele landet,Kvinder,20-24 år,Indvandrere,BACH,472.0,457.0,459.0,464.0,480.0
Hele landet,Kvinder,20-24 år,Indvandrere,BACH,70.0,84.0,78.0,81.0,79.0
Hele landet,Kvinder,20-24 år,Indvandrere,BACH,2.0,1.0,1.0,2.0,3.0
Hele landet,Kvinder,20-24 år,Indvandrere,BACH,13.0,8.0,7.0,9.0,5.0
Hele landet,Kvinder,20-24 år,Indvandrere,BACH,141.0,155.0,142.0,137.0,135.0
Hele landet,Kvinder,20-24 år,Indvandrere,BACH,1980.0,1949.0,2066.0,6237.0,6736.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,669.0,835.0,1010.0,976.0,838.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,4.0,0.0,0.0,1.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,26.0,22.0,32.0,30.0,27.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,15.0,10.0,22.0,14.0,20.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,44.0,50.0,32.0,50.0,53.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,169.0,178.0,179.0,190.0,179.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,72.0,84.0,99.0,117.0,103.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,3.0,6.0,12.0,10.0,8.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,6.0,10.0,14.0,15.0,17.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,35.0,33.0,30.0,37.0,49.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,LVU,295.0,442.0,590.0,512.0,382.0
Hele landet,Kvinder,20-24 år,Indvandrere,H80 Ph.d. og forskeruddannelser,20.0,27.0,60.0,39.0,23.0
Hele landet,Kvinder,20-24 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Indvandrere,Ph.d.,20.0,27.0,60.0,39.0,23.0
Hele landet,Kvinder,20-24 år,Efterkommere,H3091 Grundforløb,0.0,0.0,139.0,203.0,216.0
Hele landet,Kvinder,20-24 år,Efterkommere,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,4.0,6.0,7.0,7.0,5.0
Hele landet,Kvinder,20-24 år,Efterkommere,H35 Adgangsgivende uddannelsesforløb,34.0,23.0,18.0,19.0,14.0
Hele landet,Kvinder,20-24 år,Efterkommere,H3510 Adgangskurser - videregående udd.,21.0,13.0,8.0,9.0,8.0
Hele landet,Kvinder,20-24 år,Efterkommere,H3520 Adgangseksamen - ingeniøruddannelse,13.0,10.0,10.0,10.0,6.0
Hele landet,Kvinder,20-24 år,Efterkommere,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,299.0,317.0,325.0,359.0,380.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,28.0,29.0,26.0,29.0,35.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,2.0,2.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,194.0,218.0,227.0,247.0,248.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,25.0,28.0,25.0,25.0,29.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,17.0,10.0,12.0,15.0,25.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,2.0,3.0,0.0,2.0,1.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,25.0,21.0,23.0,29.0,35.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,3.0,3.0,2.0,3.0,3.0
Hele landet,Kvinder,20-24 år,Efterkommere,KVU,3.0,3.0,10.0,9.0,4.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,548.0,634.0,698.0,811.0,919.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,146.0,162.0,164.0,196.0,221.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,4.0,3.0,5.0,9.0,7.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,8.0,4.0,5.0,7.0,5.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,179.0,186.0,210.0,237.0,271.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,50.0,77.0,73.0,89.0,105.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,8.0,6.0,5.0,7.0,7.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,1.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,142.0,182.0,201.0,240.0,283.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,MVU,11.0,14.0,35.0,26.0,19.0
Hele landet,Kvinder,20-24 år,Efterkommere,BACH,906.0,959.0,970.0,993.0,993.0
Hele landet,Kvinder,20-24 år,Efterkommere,BACH,17.0,17.0,21.0,21.0,14.0
Hele landet,Kvinder,20-24 år,Efterkommere,BACH,169.0,160.0,144.0,136.0,130.0
Hele landet,Kvinder,20-24 år,Efterkommere,BACH,5.0,10.0,10.0,7.0,8.0
Hele landet,Kvinder,20-24 år,Efterkommere,BACH,78.0,97.0,79.0,79.0,93.0
Hele landet,Kvinder,20-24 år,Efterkommere,BACH,345.0,348.0,400.0,425.0,422.0
Hele landet,Kvinder,20-24 år,Efterkommere,BACH,51.0,55.0,66.0,82.0,70.0
Hele landet,Kvinder,20-24 år,Efterkommere,BACH,0.0,1.0,1.0,1.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,BACH,10.0,8.0,6.0,6.0,3.0
Hele landet,Kvinder,20-24 år,Efterkommere,BACH,230.0,260.0,241.0,232.0,232.0
Hele landet,Kvinder,20-24 år,Efterkommere,BACH,1.0,3.0,2.0,4.0,21.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,151.0,166.0,148.0,142.0,140.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,6.0,6.0,0.0,2.0,10.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,17.0,17.0,15.0,7.0,8.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,1.0,1.0,0.0,0.0,1.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,14.0,12.0,10.0,21.0,20.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,76.0,89.0,76.0,62.0,61.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,11.0,5.0,10.0,11.0,9.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,1.0,3.0,2.0,0.0,1.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,21.0,32.0,34.0,36.0,28.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,LVU,4.0,1.0,1.0,3.0,2.0
Hele landet,Kvinder,20-24 år,Efterkommere,H80 Ph.d. og forskeruddannelser,0.0,0.0,4.0,3.0,2.0
Hele landet,Kvinder,20-24 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,20-24 år,Efterkommere,Ph.d.,0.0,0.0,4.0,3.0,2.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,H3091 Grundforløb,0.0,0.0,519.0,729.0,801.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,7.0,11.0,11.0,11.0,11.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,H35 Adgangsgivende uddannelsesforløb,53.0,48.0,37.0,28.0,35.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,H3510 Adgangskurser - videregående udd.,3.0,2.0,0.0,0.0,1.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,H3520 Adgangseksamen - ingeniøruddannelse,50.0,46.0,37.0,28.0,34.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,7919.0,8050.0,8257.0,8371.0,8514.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,2.0,1.0,1.0,1.0,2.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,675.0,672.0,679.0,735.0,769.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,16.0,20.0,12.0,12.0,19.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,4791.0,4832.0,4962.0,4988.0,4942.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,979.0,946.0,957.0,980.0,1040.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,518.0,552.0,525.0,508.0,491.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,190.0,176.0,166.0,153.0,158.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,5.0,5.0,6.0,10.0,11.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,455.0,455.0,468.0,435.0,457.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,277.0,374.0,464.0,525.0,587.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,KVU,11.0,17.0,17.0,24.0,38.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,34459.0,35193.0,35184.0,35061.0,34772.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,12024.0,11881.0,11742.0,11431.0,11042.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,1239.0,1375.0,1418.0,1387.0,1419.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,0.0,2.0,2.0,1.0,1.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,1514.0,1575.0,1417.0,1353.0,1222.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,5367.0,5702.0,5857.0,6099.0,6275.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,13.0,19.0,12.0,7.0,18.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,1128.0,1268.0,1415.0,1578.0,1657.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,0.0,2.0,3.0,5.0,5.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,660.0,611.0,562.0,495.0,478.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,104.0,90.0,94.0,86.0,102.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,18.0,24.0,21.0,18.0,28.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,12344.0,12571.0,12554.0,12523.0,12441.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,11.0,16.0,15.0,11.0,18.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,MVU,37.0,57.0,72.0,67.0,66.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,BACH,14991.0,15115.0,15873.0,16656.0,17143.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,BACH,195.0,193.0,208.0,217.0,209.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,BACH,4710.0,4618.0,4663.0,4664.0,4633.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,BACH,719.0,698.0,684.0,695.0,703.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,BACH,1458.0,1426.0,1470.0,1521.0,1584.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,BACH,4591.0,4738.0,5155.0,5596.0,5857.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,BACH,699.0,752.0,881.0,906.0,988.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,BACH,74.0,82.0,69.0,78.0,70.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,BACH,461.0,462.0,445.0,483.0,509.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,BACH,2043.0,2101.0,2233.0,2434.0,2519.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,BACH,41.0,45.0,65.0,62.0,71.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,24696.0,25697.0,25993.0,25876.0,25657.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,952.0,972.0,922.0,868.0,859.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,5789.0,5792.0,5424.0,5108.0,4826.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,390.0,389.0,388.0,384.0,352.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,2390.0,2599.0,2686.0,2646.0,2655.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,10182.0,10653.0,11087.0,11242.0,11290.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,1839.0,1977.0,2122.0,2290.0,2399.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,146.0,131.0,131.0,122.0,124.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,566.0,593.0,600.0,606.0,596.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,2385.0,2544.0,2597.0,2581.0,2525.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,LVU,57.0,47.0,36.0,29.0,31.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,H80 Ph.d. og forskeruddannelser,45.0,50.0,42.0,31.0,34.0
